SaleID(Integer),DateKey(Integer),ProductKey(Integer),StoreKey(Integer),QuantitySold(Integer),TotalAmount(Double)
7301,98,918,178,10,382.36
7302,408,723,57,18,1023.83
7303,466,155,102,3,166.01
7304,123,885,169,4,75.75
7305,499,476,51,16,281.09
7306,467,646,194,5,280.54
7307,494,273,186,9,165.24
7308,396,432,183,4,228.75
7309,261,697,151,1,25.18
7310,437,213,65,14,769.27
7311,310,628,29,3,102.69
7312,123,110,96,2,87.97
7313,382,407,185,11,162.81
7314,166,856,169,9,144.09
7315,334,203,111,11,199.94
7316,466,819,161,15,244.74
7317,439,363,19,9,290.17
7318,428,199,168,9,459.36
7319,158,16,111,20,732.97
7320,456,196,3,9,218.26
7321,302,219,131,4,68.33
7322,104,797,16,17,269.96
7323,230,742,99,2,30.10
7324,53,546,109,11,420.61
7325,296,39,169,8,314.96
7326,42,120,122,5,283.38
7327,475,154,19,5,53.22
7328,462,862,139,1,32.93
7329,21,226,191,10,231.95
7330,129,725,171,20,830.98
7331,437,973,34,17,562.21
7332,422,44,98,10,168.77
7333,300,505,57,3,130.06
7334,257,335,168,10,209.33
7335,23,839,54,14,445.49
7336,280,739,82,7,140.83
7337,133,738,91,12,395.29
7338,413,936,194,11,534.10
7339,58,787,44,16,780.83
7340,171,530,147,7,342.62
7341,32,309,46,19,1112.55
7342,462,997,35,8,107.16
7343,435,456,181,3,166.30
7344,477,604,26,13,249.71
7345,13,476,99,7,389.79
7346,59,724,95,7,217.70
7347,465,885,141,14,796.90
7348,445,347,162,3,108.44
7349,487,205,95,3,60.42
7350,235,232,140,7,147.47
7351,257,594,47,6,311.68
7352,442,830,83,16,802.16
7353,481,990,14,18,390.03
7354,190,546,3,10,529.28
7355,66,581,162,18,606.24
7356,458,238,183,1,33.81
7357,362,294,65,14,608.50
7358,445,240,29,12,399.34
7359,34,489,16,11,637.12
7360,185,643,112,14,654.55
7361,293,209,137,8,448.38
7362,22,865,95,18,366.96
7363,292,855,50,1,36.28
7364,460,834,108,12,352.74
7365,70,875,82,8,446.90
7366,186,957,200,14,715.46
7367,432,655,134,7,255.66
7368,479,753,2,6,287.46
7369,263,650,97,4,152.42
7370,312,240,39,11,445.10
7371,210,198,57,13,503.65
7372,412,376,51,3,140.04
7373,457,511,38,1,29.54
7374,155,270,142,17,345.52
7375,72,969,38,15,818.17
7376,462,785,115,6,326.38
7377,253,21,108,3,91.87
7378,224,7,82,16,304.77
7379,84,815,118,6,104.40
7380,83,847,101,11,375.39
7381,124,94,69,16,908.58
7382,366,987,80,11,543.86
7383,411,897,39,13,587.91
7384,390,368,11,3,49.27
7385,396,419,39,15,402.54
7386,241,477,138,14,240.96
7387,426,684,6,16,184.19
7388,242,421,44,3,174.80
7389,358,500,27,16,338.67
7390,464,10,65,11,404.67
7391,416,804,181,15,580.80
7392,451,256,5,2,57.52
7393,82,595,96,5,124.93
7394,475,114,33,10,457.72
7395,94,849,110,2,94.36
7396,373,756,145,18,639.03
7397,382,763,53,13,403.28
7398,247,29,25,7,302.68
7399,472,653,38,5,272.94
7400,48,791,137,14,324.66
7401,28,757,69,4,211.46
7402,222,86,72,6,245.47
7403,349,986,155,12,301.07
7404,307,258,158,12,579.10
7405,455,304,9,15,657.73
7406,484,601,146,9,536.03
7407,239,646,135,18,235.32
7408,284,37,19,15,156.78
7409,107,695,19,10,273.86
7410,109,119,82,16,418.12
7411,85,122,68,16,563.07
7412,194,806,132,20,1076.99
7413,139,174,21,4,91.49
7414,349,519,142,18,538.17
7415,429,757,127,2,69.13
7416,448,138,154,20,725.18
7417,9,100,6,1,46.56
7418,407,533,182,12,339.66
7419,60,644,22,12,286.78
7420,336,889,117,2,113.95
7421,138,752,150,17,500.95
7422,291,518,166,19,1054.12
7423,165,684,34,4,236.26
7424,382,268,160,20,572.26
7425,208,855,134,14,335.15
7426,189,497,120,9,253.00
7427,79,868,197,13,674.44
7428,299,665,186,2,58.47
7429,99,211,50,13,229.79
7430,76,502,51,8,119.80
7431,470,95,62,1,29.96
7432,483,508,128,3,78.05
7433,117,491,23,11,416.41
7434,300,777,104,4,150.50
7435,179,646,145,4,172.24
7436,320,7,188,14,302.33
7437,54,584,94,8,475.95
7438,221,350,31,7,354.32
7439,210,665,80,2,97.98
7440,65,649,18,13,503.65
7441,325,325,95,9,275.16
7442,183,988,135,18,185.80
7443,182,773,6,12,454.51
7444,260,425,102,6,168.71
7445,386,245,127,16,674.77
7446,396,13,108,20,631.03
7447,17,717,23,13,282.52
7448,148,627,56,12,693.85
7449,455,823,172,14,765.51
7450,470,675,64,17,872.04
7451,262,205,34,9,237.67
7452,37,279,24,2,43.96
7453,444,956,52,18,742.12
7454,118,500,140,7,129.31
7455,317,992,119,11,279.14
7456,40,808,171,10,388.74
7457,71,317,66,15,401.16
7458,398,437,52,7,405.52
7459,311,352,25,6,296.70
7460,292,314,133,5,235.25
7461,437,848,41,1,35.37
7462,321,665,14,7,112.29
7463,320,981,166,14,605.30
7464,496,313,85,20,1009.14
7465,219,843,80,13,139.09
7466,315,634,164,4,135.33
7467,492,67,115,14,253.74
7468,39,663,5,12,132.35
7469,255,847,101,13,546.64
7470,358,788,54,8,97.12
7471,96,407,89,4,90.95
7472,407,885,64,15,585.91
7473,309,861,170,8,127.13
7474,452,944,97,15,469.00
7475,90,241,164,9,135.88
7476,499,447,171,20,769.45
7477,207,218,156,8,119.19
7478,195,845,100,12,185.39
7479,481,962,103,13,341.57
7480,355,724,37,14,355.65
7481,386,236,167,18,1030.88
7482,68,47,15,16,638.51
7483,250,678,26,7,371.15
7484,47,970,39,14,765.01
7485,219,917,100,11,623.26
7486,66,35,171,1,15.41
7487,445,553,36,12,680.88
7488,244,860,173,20,1183.69
7489,431,350,116,11,414.42
7490,168,799,109,15,781.90
7491,123,564,97,4,113.01
7492,291,110,179,6,201.44
7493,428,637,179,9,125.37
7494,2,894,99,17,868.12
7495,129,664,110,5,260.42
7496,88,422,58,10,219.28
7497,463,302,102,12,296.11
7498,201,792,69,6,285.88
7499,252,817,161,13,265.82
7500,324,108,34,14,787.25
7501,340,84,94,9,291.21
7502,252,836,62,7,264.73
7503,88,667,155,11,613.02
7504,144,617,37,2,60.16
7505,46,607,51,18,1025.00
7506,158,553,185,6,316.71
7507,165,782,198,4,204.55
7508,249,850,171,7,260.46
7509,456,541,82,8,108.28
7510,319,302,197,19,258.83
7511,159,28,71,7,225.25
7512,143,108,65,8,424.01
7513,370,117,161,14,386.39
7514,307,408,114,2,84.20
7515,474,568,110,12,321.92
7516,287,632,9,15,611.98
7517,490,358,198,3,81.88
7518,113,620,147,14,400.95
7519,499,447,178,6,357.91
7520,294,935,22,4,91.96
7521,120,682,44,20,1089.75
7522,482,375,11,2,25.38
7523,373,505,198,7,383.26
7524,216,30,125,19,378.07
7525,372,920,15,20,911.89
7526,116,948,64,9,133.88
7527,322,24,39,6,264.54
7528,417,994,94,20,540.51
7529,475,348,107,18,1077.84
7530,144,324,155,16,382.69
7531,204,47,59,18,573.05
7532,480,379,33,17,401.23
7533,178,719,81,1,26.76
7534,193,6,166,13,452.71
7535,168,571,4,16,181.74
7536,47,924,74,2,64.64
7537,132,116,27,20,890.43
7538,136,983,134,13,752.15
7539,415,35,140,5,99.89
7540,453,383,22,2,63.80
7541,339,480,11,7,288.42
7542,98,585,71,1,20.64
7543,485,202,88,18,845.74
7544,426,20,20,11,114.34
7545,315,792,73,18,963.16
7546,198,831,51,7,127.45
7547,117,290,118,14,464.93
7548,226,298,70,13,498.96
7549,16,588,98,3,127.36
7550,149,38,44,13,362.52
7551,477,161,79,6,91.69
7552,210,842,22,16,587.95
7553,167,409,194,15,659.28
7554,268,861,174,3,143.88
7555,103,735,166,13,322.93
7556,7,314,2,1,14.34
7557,309,633,92,15,743.72
7558,318,900,31,20,805.96
7559,149,317,47,16,834.57
7560,441,774,185,7,391.02
7561,265,564,78,7,188.20
7562,67,806,55,20,1172.09
7563,390,958,122,13,327.31
7564,373,951,123,1,50.16
7565,266,161,190,5,99.04
7566,83,17,144,2,49.46
7567,316,15,102,15,577.61
7568,489,791,102,10,136.02
7569,295,180,200,17,312.52
7570,482,555,64,17,443.95
7571,424,369,183,7,300.14
7572,384,257,132,10,324.20
7573,319,65,118,9,472.50
7574,450,886,27,9,429.09
7575,266,413,153,3,70.29
7576,358,420,199,10,217.31
7577,397,829,190,17,804.80
7578,53,12,194,14,301.40
7579,427,85,154,5,277.73
7580,399,95,102,19,524.26
7581,334,698,1,3,84.73
7582,132,258,175,19,521.24
7583,345,248,93,20,584.46
7584,220,421,61,8,253.00
7585,274,138,47,18,538.05
7586,110,463,190,15,845.39
7587,468,461,122,20,553.16
7588,300,849,74,19,1058.43
7589,148,593,28,14,688.88
7590,259,605,127,9,526.22
7591,376,286,88,8,259.12
7592,71,993,99,11,625.77
7593,344,663,159,16,526.50
7594,334,965,15,3,106.90
7595,180,173,196,2,112.78
7596,341,166,89,6,299.62
7597,239,730,174,5,297.57
7598,381,862,83,5,284.76
7599,6,64,80,11,303.04
7600,272,585,88,19,892.96
7601,387,199,51,10,115.50
7602,480,93,110,17,405.10
7603,133,600,149,7,409.01
7604,344,798,190,15,156.98
7605,424,200,139,8,294.86
7606,222,324,63,8,312.20
7607,454,156,57,10,435.67
7608,141,987,96,2,53.23
7609,493,805,114,20,366.95
7610,344,382,21,20,829.23
7611,344,209,155,18,421.18
7612,269,784,73,14,329.47
7613,33,406,41,6,354.02
7614,264,184,194,19,1060.20
7615,329,820,155,19,831.32
7616,196,7,124,9,249.50
7617,363,470,129,9,393.48
7618,244,704,12,10,226.31
7619,328,836,67,8,175.20
7620,143,44,45,6,174.52
7621,127,176,22,4,45.90
7622,41,512,159,14,302.79
7623,113,19,73,9,490.05
7624,486,189,100,15,813.78
7625,136,716,134,17,177.77
7626,121,74,149,16,420.40
7627,369,381,43,12,226.23
7628,75,929,186,3,98.69
7629,445,978,95,12,180.65
7630,251,892,104,11,381.21
7631,487,854,106,13,375.09
7632,229,579,98,4,125.23
7633,176,460,165,3,171.26
7634,54,892,66,10,564.04
7635,28,31,8,8,441.14
7636,10,903,26,16,345.17
7637,38,86,90,14,201.36
7638,158,444,36,10,511.93
7639,161,152,194,14,215.66
7640,286,458,41,15,805.20
7641,449,704,108,11,633.59
7642,327,598,21,1,59.11
7643,413,669,168,5,116.06
7644,186,669,55,5,256.80
7645,481,313,132,17,532.08
7646,176,615,183,3,113.75
7647,308,972,89,3,37.77
7648,243,233,105,15,161.65
7649,281,20,50,8,299.81
7650,354,198,102,3,79.76
7651,395,868,120,14,345.05
7652,89,682,75,2,88.20
7653,400,726,122,1,49.18
7654,371,845,137,1,38.43
7655,330,998,34,17,925.95
7656,360,871,4,4,110.43
7657,481,708,43,18,1053.32
7658,33,773,24,20,1019.87
7659,268,886,110,7,72.56
7660,407,431,14,1,36.30
7661,188,144,187,10,569.97
7662,41,468,133,11,585.24
7663,304,873,100,17,574.49
7664,173,309,27,18,432.08
7665,218,219,109,8,459.16
7666,464,250,92,19,633.94
7667,11,183,71,19,313.41
7668,275,931,146,2,79.29
7669,325,907,187,11,486.36
7670,254,438,3,18,799.78
7671,103,857,187,4,128.13
7672,409,688,161,8,453.52
7673,231,509,157,17,601.79
7674,22,883,51,20,307.87
7675,176,946,144,6,128.99
7676,249,661,161,9,305.29
7677,27,690,105,3,151.16
7678,424,584,69,4,159.22
7679,334,401,95,14,533.92
7680,67,906,190,6,128.19
7681,224,429,137,2,118.73
7682,485,986,46,11,157.70
7683,145,892,105,14,177.43
7684,492,917,156,18,462.32
7685,338,170,161,7,248.68
7686,102,699,61,14,304.30
7687,10,69,115,9,453.65
7688,48,338,83,18,980.33
7689,311,943,102,10,461.95
7690,204,637,88,6,322.95
7691,191,775,180,4,50.34
7692,169,313,53,7,130.35
7693,420,597,89,1,50.03
7694,195,166,155,18,919.30
7695,395,688,30,14,255.56
7696,462,918,28,9,330.32
7697,234,510,34,19,303.80
7698,435,308,26,14,641.87
7699,261,359,73,16,456.25
7700,297,979,13,17,917.46
7701,494,614,87,4,181.47
7702,158,57,155,13,478.36
7703,477,534,172,8,346.05
7704,470,631,120,2,26.21
7705,218,189,147,11,123.19
7706,14,694,157,18,750.25
7707,63,200,181,8,404.30
7708,351,609,126,10,419.15
7709,294,907,31,6,175.17
7710,153,842,36,13,334.82
7711,207,410,173,14,297.62
7712,6,451,145,1,56.62
7713,364,97,94,4,167.17
7714,67,436,171,17,544.71
7715,106,69,165,16,580.42
7716,78,466,16,7,121.51
7717,325,197,89,8,249.45
7718,156,995,113,14,685.03
7719,485,24,108,8,159.54
7720,195,404,138,12,180.10
7721,34,68,80,13,375.50
7722,448,123,45,3,117.72
7723,213,537,87,11,362.59
7724,449,159,55,6,95.64
7725,105,816,137,18,1047.51
7726,113,897,155,12,279.42
7727,150,996,184,17,826.79
7728,338,583,155,8,344.86
7729,134,99,86,15,476.99
7730,25,356,173,8,452.74
7731,18,904,8,18,897.21
7732,82,598,43,8,229.91
7733,155,552,28,13,391.17
7734,499,309,179,14,289.72
7735,97,648,54,5,198.62
7736,186,164,78,16,562.87
7737,434,56,56,13,728.04
7738,458,775,157,11,581.73
7739,216,462,94,11,622.25
7740,422,648,109,7,395.69
7741,205,577,104,19,946.12
7742,317,559,76,16,448.05
7743,56,944,51,7,164.62
7744,403,556,28,8,275.55
7745,1,831,161,13,674.71
7746,306,395,93,18,398.58
7747,187,566,119,7,319.09
7748,210,916,72,16,751.95
7749,445,694,92,20,478.40
7750,38,452,190,13,451.26
7751,179,400,117,8,326.85
7752,339,685,24,19,1129.64
7753,331,12,143,17,457.85
7754,67,367,40,15,322.54
7755,131,811,22,8,473.56
7756,388,888,12,18,195.08
7757,495,714,35,20,251.73
7758,240,998,139,12,568.02
7759,32,988,10,17,856.01
7760,164,847,145,8,395.85
7761,40,770,24,6,335.67
7762,84,794,46,13,681.59
7763,386,242,124,14,620.29
7764,205,894,28,12,300.93
7765,6,769,148,6,298.22
7766,255,604,29,10,419.43
7767,45,110,7,12,594.77
7768,147,842,147,20,870.76
7769,207,277,194,14,522.04
7770,1,701,186,14,743.24
7771,445,77,188,17,178.19
7772,243,947,72,1,44.58
7773,366,687,68,17,635.43
7774,470,796,69,18,520.36
7775,495,827,122,19,796.88
7776,310,140,102,16,323.18
7777,460,1000,50,14,764.55
7778,29,383,156,14,449.52
7779,378,880,44,3,88.14
7780,484,849,195,10,551.02
7781,450,750,40,13,399.17
7782,141,312,165,14,229.62
7783,152,173,119,13,570.75
7784,254,862,108,18,681.51
7785,65,479,117,20,335.93
7786,291,896,15,14,511.59
7787,11,535,26,2,52.33
7788,292,429,69,2,27.58
7789,319,683,7,17,707.27
7790,98,173,69,11,237.81
7791,493,761,13,3,116.58
7792,472,111,119,1,27.60
7793,279,460,9,1,11.03
7794,295,774,116,16,948.37
7795,29,660,131,11,285.70
7796,306,417,104,16,568.96
7797,10,648,61,10,529.56
7798,320,916,8,17,702.39
7799,368,793,17,16,760.10
7800,447,655,175,11,585.88
7801,185,709,179,14,229.78
7802,25,929,164,19,1019.52
7803,137,68,149,3,93.04
7804,311,882,94,16,738.95
7805,296,451,25,18,841.08
7806,158,980,168,6,333.81
7807,182,618,96,16,740.37
7808,7,476,159,17,270.90
7809,267,356,33,19,724.93
7810,395,402,200,5,178.35
7811,77,11,69,14,229.89
7812,176,617,192,1,35.57
7813,125,677,143,8,98.30
7814,280,188,28,10,517.43
7815,76,847,192,13,366.60
7816,374,191,112,14,594.71
7817,311,60,152,2,69.42
7818,355,662,76,11,179.48
7819,251,458,129,2,90.78
7820,223,174,112,7,399.53
7821,323,850,53,2,27.32
7822,297,53,96,9,147.22
7823,93,563,103,3,39.39
7824,402,791,83,2,20.43
7825,23,953,199,16,366.70
7826,102,879,30,1,19.61
7827,299,175,86,6,100.42
7828,401,439,87,1,31.23
7829,163,566,33,17,966.94
7830,136,109,61,2,117.22
7831,14,9,50,14,371.30
7832,492,251,131,20,449.49
7833,60,935,2,7,409.68
7834,329,587,99,20,1077.21
7835,328,292,194,16,327.07
7836,81,68,119,15,373.12
7837,304,261,152,2,22.38
7838,183,141,187,17,634.43
7839,499,326,175,2,57.46
7840,62,276,128,15,181.38
7841,284,10,94,19,990.15
7842,130,58,138,2,33.13
7843,55,790,35,2,78.50
7844,10,654,57,12,467.79
7845,224,778,120,8,402.47
7846,270,619,141,1,29.21
7847,104,861,122,10,391.02
7848,109,888,3,19,238.90
7849,335,260,154,12,514.18
7850,19,875,165,14,359.48
7851,117,471,13,15,704.24
7852,80,290,71,1,51.15
7853,493,896,70,6,254.48
7854,148,23,20,1,37.03
7855,180,81,34,20,233.73
7856,106,334,167,20,980.16
7857,20,9,59,6,90.27
7858,341,238,158,18,584.79
7859,220,491,166,19,311.18
7860,199,673,186,11,232.38
7861,297,995,95,17,512.11
7862,437,281,130,14,688.36
7863,7,494,116,18,575.03
7864,196,472,5,5,67.11
7865,20,573,119,15,824.78
7866,197,514,191,15,509.58
7867,386,445,36,18,229.90
7868,308,842,11,3,90.79
7869,80,430,178,10,541.65
7870,172,319,24,6,148.57
7871,84,87,166,14,227.65
7872,83,747,159,17,879.02
7873,297,843,50,15,869.32
7874,202,551,80,17,251.30
7875,344,938,140,3,31.58
7876,375,765,21,12,460.07
7877,313,494,171,19,701.09
7878,345,91,199,14,571.25
7879,18,208,196,8,468.69
7880,446,704,101,20,1035.35
7881,440,726,130,18,1043.57
7882,11,205,108,5,58.67
7883,39,644,76,6,203.71
7884,455,594,169,19,1017.83
7885,472,484,136,2,108.97
7886,347,546,153,4,201.19
7887,335,812,21,7,217.64
7888,13,613,146,6,210.27
7889,146,771,38,11,166.94
7890,80,434,11,9,504.11
7891,33,631,121,18,632.35
7892,382,367,95,5,121.50
7893,260,870,39,4,155.29
7894,410,197,128,8,103.79
7895,147,655,78,7,406.83
7896,206,852,127,2,32.12
7897,242,892,154,10,582.64
7898,374,231,64,20,218.01
7899,423,630,57,18,619.89
7900,62,932,11,3,69.57
7901,453,310,13,10,130.58
7902,125,636,125,11,248.55
7903,336,404,180,8,362.36
7904,103,858,61,16,914.00
7905,328,894,123,7,294.50
7906,25,275,148,16,564.55
7907,200,622,154,14,165.58
7908,469,865,116,5,286.84
7909,138,752,80,6,160.67
7910,348,412,2,18,312.42
7911,280,719,78,16,930.12
7912,289,7,103,10,578.72
7913,234,803,1,12,511.52
7914,128,796,8,14,220.07
7915,304,673,176,18,890.22
7916,100,685,102,13,654.77
7917,252,256,5,6,118.14
7918,362,223,48,14,314.04
7919,76,523,48,20,1139.16
7920,369,356,100,17,539.76
7921,222,720,143,1,24.71
7922,372,796,118,18,401.90
7923,445,484,137,14,542.55
7924,400,904,136,16,869.44
7925,212,280,105,6,329.60
7926,463,524,168,10,361.68
7927,474,492,120,10,575.06
7928,86,223,144,1,34.14
7929,313,839,11,2,58.73
7930,134,337,183,5,281.49
7931,136,600,3,3,82.48
7932,350,113,173,5,66.81
7933,68,861,67,2,51.54
7934,294,106,124,5,169.81
7935,175,710,92,3,147.02
7936,448,752,19,19,364.94
7937,400,244,187,2,82.64
7938,24,619,77,12,231.24
7939,459,227,172,15,674.76
7940,50,144,174,6,67.66
7941,329,289,159,4,207.40
7942,383,216,150,16,421.41
7943,445,451,136,18,253.86
7944,38,719,111,13,197.84
7945,193,939,157,13,763.83
7946,408,650,17,9,426.23
7947,284,808,56,13,727.12
7948,103,52,118,17,849.26
7949,217,785,164,13,568.89
7950,141,942,191,2,40.49
7951,281,743,75,14,804.40
7952,164,10,165,5,101.77
7953,34,719,101,2,100.93
7954,379,372,29,6,90.68
7955,259,257,53,11,617.08
7956,183,965,188,8,131.14
7957,369,8,110,12,325.04
7958,457,84,65,5,225.60
7959,180,615,138,19,234.40
7960,464,98,200,7,236.45
7961,364,180,146,1,47.74
7962,346,177,66,3,81.53
7963,299,739,129,6,211.82
7964,493,946,107,10,594.98
7965,440,538,155,9,267.06
7966,311,593,92,19,336.31
7967,265,668,187,20,1141.25
7968,268,950,88,3,147.13
7969,77,341,17,1,31.04
7970,160,754,194,16,446.41
7971,65,497,50,14,642.41
7972,492,683,100,12,120.35
7973,409,121,185,18,869.64
7974,131,205,195,5,160.77
7975,293,203,186,5,178.13
7976,249,566,78,12,593.94
7977,158,709,103,9,305.12
7978,97,749,159,7,152.09
7979,459,815,172,1,27.19
7980,88,327,169,17,672.00
7981,63,50,109,16,377.13
7982,28,54,112,16,392.27
7983,361,160,102,2,78.64
7984,105,464,22,6,347.12
7985,480,977,106,6,293.77
7986,307,857,105,5,297.88
7987,9,143,109,15,737.65
7988,149,414,91,4,66.73
7989,476,399,52,14,195.17
7990,198,206,178,16,367.58
7991,454,685,100,13,243.49
7992,389,389,151,15,818.55
7993,301,107,8,3,101.05
7994,219,247,131,1,59.02
7995,490,182,67,15,761.09
7996,185,718,171,5,159.92
7997,332,741,69,3,69.21
7998,153,858,189,19,1102.20
7999,207,615,154,3,173.66
8000,354,236,52,16,674.45
8001,447,648,109,3,76.91
8002,163,606,5,6,231.27
8003,159,831,4,14,151.31
8004,121,97,140,11,265.29
8005,410,279,52,16,739.98
8006,466,483,194,9,170.58
8007,368,377,101,10,549.70
8008,94,604,125,12,540.98
8009,219,402,48,10,398.56
8010,49,677,26,8,469.00
8011,465,974,52,6,317.00
8012,455,861,167,17,917.18
8013,463,857,72,11,163.42
8014,240,704,89,2,111.84
8015,467,525,170,19,310.66
8016,68,622,157,3,142.42
8017,263,973,197,19,631.01
8018,34,340,11,3,74.79
8019,498,950,25,15,685.92
8020,1,226,5,5,172.68
8021,76,373,117,3,90.08
8022,203,273,149,5,193.52
8023,123,969,39,1,33.33
8024,299,23,69,15,497.11
8025,219,510,187,13,432.42
8026,332,386,81,17,363.88
8027,236,682,49,13,349.31
8028,343,895,199,8,304.12
8029,434,640,81,2,78.38
8030,126,925,47,5,233.21
8031,83,391,25,11,257.51
8032,158,737,135,1,55.20
8033,95,150,159,1,41.55
8034,483,464,94,15,802.75
8035,131,846,98,7,246.57
8036,448,267,152,2,25.66
8037,212,980,194,13,282.44
8038,214,627,193,11,285.16
8039,282,962,127,1,30.43
8040,86,242,99,12,298.55
8041,338,922,6,6,202.87
8042,222,219,75,4,177.73
8043,442,630,80,9,496.77
8044,109,215,8,19,1085.98
8045,363,190,173,5,62.24
8046,11,588,36,14,188.20
8047,385,935,133,10,404.19
8048,141,707,196,16,345.94
8049,303,301,151,6,252.02
8050,38,997,114,15,591.00
8051,406,293,81,10,342.91
8052,407,202,186,14,796.60
8053,456,409,55,5,270.53
8054,17,782,17,16,618.71
8055,62,489,193,11,356.72
8056,59,841,122,20,784.99
8057,15,690,85,7,110.07
8058,61,123,116,12,433.33
8059,137,439,100,1,50.16
8060,436,290,70,19,1125.53
8061,93,921,183,4,130.58
8062,272,953,99,19,523.79
8063,479,899,121,13,602.23
8064,144,582,41,7,316.50
8065,203,822,47,3,68.60
8066,307,135,131,14,298.48
8067,39,846,124,19,287.43
8068,65,513,127,5,75.16
8069,388,72,162,14,159.64
8070,329,133,18,16,721.63
8071,431,281,66,1,11.72
8072,28,584,160,1,42.65
8073,166,788,27,1,12.04
8074,403,95,40,10,564.83
8075,259,655,96,2,37.59
8076,428,205,157,5,180.23
8077,477,467,20,3,128.96
8078,103,697,192,20,506.71
8079,411,558,145,15,674.73
8080,452,959,25,2,74.71
8081,224,767,6,18,390.49
8082,442,123,157,17,300.94
8083,418,53,30,6,130.62
8084,163,773,178,20,507.31
8085,450,148,116,17,850.06
8086,239,717,175,15,759.88
8087,17,918,188,14,470.57
8088,254,571,15,1,24.37
8089,311,818,77,16,534.41
8090,82,578,4,9,519.66
8091,25,252,34,11,287.70
8092,319,402,104,19,986.23
8093,338,904,112,9,255.69
8094,266,487,175,15,812.40
8095,145,172,169,9,358.65
8096,460,859,34,14,297.72
8097,1,961,54,16,468.62
8098,423,372,101,8,163.07
8099,222,966,131,8,86.80
8100,468,146,97,10,524.19
8101,456,674,67,10,396.20
8102,33,425,68,20,633.48
8103,272,92,164,15,267.30
8104,155,982,84,7,264.91
8105,78,217,118,12,312.58
8106,320,144,75,18,898.64
8107,91,176,45,4,129.04
8108,266,214,141,19,1080.75
8109,496,997,190,20,403.05
8110,455,848,125,18,225.33
8111,327,681,157,1,51.08
8112,149,116,102,17,583.62
8113,234,299,3,17,348.36
8114,466,247,142,15,765.59
8115,148,94,182,4,214.00
8116,65,484,158,15,685.31
8117,201,198,51,17,849.62
8118,373,893,21,12,605.42
8119,91,95,183,6,179.24
8120,451,68,42,15,491.43
8121,208,580,163,5,220.65
8122,27,334,121,9,151.45
8123,260,473,173,18,498.34
8124,223,645,118,8,476.15
8125,435,822,114,3,99.92
8126,403,855,21,13,765.32
8127,47,698,185,10,499.73
8128,282,743,2,9,528.36
8129,447,239,10,17,624.20
8130,271,503,93,17,940.16
8131,60,63,5,6,140.26
8132,70,231,174,11,498.40
8133,166,563,88,7,406.06
8134,465,70,134,14,374.85
8135,212,212,23,11,301.30
8136,301,203,7,17,900.04
8137,268,56,143,11,123.54
8138,401,479,171,17,970.45
8139,153,514,5,4,171.15
8140,390,770,63,18,615.36
8141,15,479,105,1,12.40
8142,183,472,99,10,145.17
8143,202,25,168,9,322.56
8144,32,632,114,17,939.59
8145,121,578,135,4,180.98
8146,302,688,12,19,1132.16
8147,394,783,59,11,504.06
8148,286,31,148,6,358.85
8149,289,502,68,13,657.22
8150,87,751,84,11,449.54
8151,189,797,138,17,616.30
8152,414,709,45,2,50.16
8153,331,697,15,14,646.33
8154,108,928,187,8,203.70
8155,474,984,19,19,1055.46
8156,178,563,182,10,379.70
8157,69,291,47,19,1139.30
8158,329,832,68,10,354.08
8159,56,660,160,8,241.75
8160,107,579,170,17,439.79
8161,299,800,93,1,50.27
8162,332,439,89,4,62.34
8163,453,385,92,2,66.34
8164,401,495,86,4,163.61
8165,164,522,86,18,856.46
8166,49,908,123,7,299.57
8167,266,448,170,16,506.26
8168,285,808,9,20,265.69
8169,119,282,30,6,168.28
8170,411,604,127,3,148.02
8171,423,789,114,10,230.81
8172,268,627,173,6,72.84
8173,76,631,31,2,46.30
8174,59,450,2,12,334.71
8175,393,614,164,15,202.42
8176,470,579,93,13,375.90
8177,33,932,137,14,430.21
8178,387,199,24,1,57.49
8179,86,649,52,8,249.20
8180,272,565,198,18,546.81
8181,471,381,64,9,187.98
8182,477,170,45,13,563.14
8183,125,432,141,13,636.63
8184,191,750,95,5,72.20
8185,342,752,81,10,255.87
8186,245,431,179,17,771.74
8187,284,319,198,9,105.46
8188,375,597,105,8,345.56
8189,245,287,125,20,266.02
8190,380,627,107,18,601.50
8191,320,91,64,17,491.24
8192,66,350,184,1,23.27
8193,268,379,54,14,417.67
8194,296,77,91,10,468.82
8195,105,339,199,12,617.74
8196,303,380,97,3,162.15
8197,308,665,86,2,66.68
8198,65,205,96,2,22.37
8199,72,337,181,7,347.96
8200,235,548,43,16,310.41
8201,68,759,188,16,250.80
8202,180,630,10,16,183.61
8203,192,976,171,13,660.31
8204,224,919,150,18,1052.46
8205,59,454,135,18,604.14
8206,219,134,139,9,514.48
8207,366,559,177,14,404.24
8208,466,807,167,13,201.38
8209,39,272,192,12,257.18
8210,7,940,48,10,303.43
8211,162,723,193,3,46.59
8212,153,855,11,6,226.66
8213,33,18,5,8,188.77
8214,207,199,47,14,726.08
8215,152,983,32,14,238.78
8216,410,6,80,5,74.98
8217,487,882,26,14,226.92
8218,71,172,7,5,93.32
8219,116,766,157,1,35.01
8220,155,467,24,14,438.45
8221,433,273,86,16,632.04
8222,358,608,4,1,15.65
8223,283,694,161,3,116.59
8224,98,713,94,14,494.69
8225,262,448,77,5,140.35
8226,337,776,178,18,625.21
8227,89,174,30,8,273.36
